Karnataka Examinations Authority,451,161652,13.00885085,77.571367335,Education,Admissions Training,Education
Sports Authority of India,2384,2695,12.941293932857,77.516233818571,Company,Community & Government
Indian Bass Authority,0,986,12.8670197,74.8387375,Arts/Entertainment/Nightlife,Management Service,Arts & Entertainment
CATIA CREO PTC Authorised PLM CAD CAM CAE Training Center,1,760,12.9833,77.5833,Education,Computer Training,Educational Organization,Education
Tecfactory - Pearson VUE - Authorised Test Center,6,432,33.5778898,-7.6261697,Internet/Software,Professional Service
Timbuktoo Young Authors Publishing,47,814,12.99509,77.60493,Publisher,Publisher
"NMIMS Global Access SCE, Authorized Enrollment Partner, Electronic City",1,425,12.844994994326,77.665616467767,Education,Education,Education
Fixwell Motors - Royal Enfield Authorised Stockiest,5,2729,12.95787774663,77.583045959473,Automobiles and Parts,Automotive
Electronics City Industrial Township Authority,135,6018,12.84084,77.67175,Government Organization,Government Organization
Authorized Consultant - Harish BJ,0,221,12.96643,77.58721,Licensed Financial Representative,Insurance Agent,Real Estate Agent,Business Consultant
Civil Aviation Authority Circuit Bangalore Weerawila,1,0,6.28792,81.25432,Local Business,Just For Fun
Fashion Authority,1,15,12.98279,77.6115189,Retail and Consumer Merchandise,Clothing Store
Apple Authorized Training Centre - AATC,3,201,12.9755402,77.6145172,Education,Education,Education
Apple Authorised Reseller: The Cube,1,1838,12.9842196,77.7195511,Shopping/Retail,Mobile Phone Shop,Computer Store
Cycle Junction (BSA Hercules Authorized Showroom),5,1118,12.9193,77.66792,Outdoor Gear/Sporting Goods,Sports & Recreation
Honda Authorised 2wheeler Outlet for Sales and Service,3,345,12.9833,77.5833,Automotive,Motorcycles
Executive Authority,0,615,12.91435,77.50372,Media/News/Publishing,Media/News/Publishing
GAGAN Project-Airport Authority Of India,0,82,12.96753,77.71501,Government Organization,Government Organization
CVS Motors - Authorised Dealers: Royal Enfield,150,135,12.999368783164,77.584130749835,Automotive,Car Dealership
Perfect Riders - Yamaha Authorised Dealers,56,4082,12.93912926,77.578122,Automotive,Motorcycle Repair,Motorcycles,Bike Shop
Leo Motors Maruti Suzuki Authorised Dealer,8,185,12.979169901388,77.640745003793,Business Service,Business Service,Car Dealership
Swasticks automobiles Bajaj authorised sales service and spares,6,221,13.065930056334,77.559973731288,Automobiles and Parts,Bike Shop,Motorcycles,Automotive Parts & Accessories
Sireesh Auto Pvt Ltd (authorised Mahindra Four Wheeler Service Center,1,6,12.87747,77.64697,Local Business,Car Dealership
BDA - Bangalore development authorities,3,2,12.93095918614,77.623014286865,Local Business,Local Business
Leo Motors Maruti Suzuki Authorized Dealerahip,1,1,13.026166457216,77.660640301939,Local Business,Car Dealership
Apple's Authorized Training Centre,2,0,13.025173263381,77.593075055673,Local Business,Local Business
"Apple Authorized Training Center, Banglore",20,0,13.025198602064,77.593083920911,Local Business,Local Business
sports authority of india Bengaluru,1,12,12.9426485,77.5180269,Local Business,Sporting Goods Store
"Leo Motors , Authorized Maruti Suzuki Dealers",4,2,13.028049306025,77.66389151111,Local Business,Car Dealership
Sai Sports Authority of India Bangalore University,1558,281,12.93934611,77.52324774,Local Business,Sports Venue & Stadium,Technical Institute,Sporting Goods Store
Bangalore Development Authority,41,33,12.99674152011,77.583326114371,Local Business,Government Organization
Gangothri Cars -authorised dealer of Mahindra First Choice,2,287,12.983028181299,77.583321457672,Automotive,Car Dealership
Budding authors,1,5,12.981320812844,77.631034242944,Event Planner,Event Planner
FBAA - FortuneBlocks Authorized Agents,1,65,13.00156,77.63066,Real Estate,Real Estate Agent,Real Estate Investment,Commercial Real Estate
Authorised Dealers of Glass Products,0,6,12.9833,77.5833,Local Business,Glass Products
Karnataka Medicinal Plants Authority,0,8,13.009659081241,77.571308612823,Government Organization,Government Organization,Medical & Health
Visual Authors Production,0,2,13.0061199,77.68442,Event Planner,Photographer,Wedding Planning
Karnataka Educational Authority,2,15,13.0081489,77.5712173,Local Business,Educational Organization,Government Organization
