Soundawake,4,0,12.929896675,77.6838096625,Local Business,Musician/Band,Event
Muzikgaragechoir,0,999,13.02238,77.59999,Concert Venue,Musician/Band,Concert Venue,Music Production
CreAdo,0,227,12.9833,77.5833,Media/News/Publishing,Musician/Band,Music Production,Event
Shanti Samsara,2,1,12.9804,77.58581,Local Business,Musician/Band
The Chorus,0,64,12.92578,77.62025,Church/Religious Organization,Musician/Band,Catholic Church
Kaleidoscopic records,0,2391,12.9833,77.5833,Organization,Music Production,Musician/Band,Organization
Short Film Mela,2,3203,12.96520751,77.660310115,Media/News/Publishing,Musician/Band
Furtados School of Music - FSM,734,5592,19.13388014,72.8272465,Education,Musician/Band,Music Lessons & Instruction,Education
Nightingale Nest,7,165,12.905573209273,77.566620111465,Local Business,Musician/Band,Music Production,Music Lessons & Instruction
My School Of Rock,977,2972,12.933427173581,77.620694788884,Education,Musician/Band,Music Production,Music Lessons & Instruction
Once More,25,567,12.9572601,77.5736618,Event Planner,Entertainer,DJ,Musician/Band
Eastern Fare Music Foundation,179,3044,12.925513652501,77.637097518453,Education,Musician/Band,Music Production,Music Lessons & Instruction
Treble Clef School of Music,2,340,12.9415903,77.571907,Education,Music Lessons & Instruction,Musician/Band,Education
G - ONE Events and Promotions,4,1264,12.9833,77.5833,Arts/Entertainment/Nightlife,Musician/Band,DJ,Event
EventBox,1,559,12.9249,77.59066,Event Planner,Musician/Band,Wedding Planning,Entertainment Service
Pifa Bangalore,5,147,12.96334,77.71319,Sports/Recreation/Activities,Musician/Band,Dance Club,Yoga & Pilates
Fans & Violin Keetu,0,121,12.9657699,77.60382,Radio Station,Musician/Band,Musical Instrument Store
Sam's Jam,3,496,13.01815,77.63486,Professional Service,Musician/Band
Sound Awake,575,42,13.122854695907,77.593373569758,Local Business,Musician/Band
Oktober Project,18,332,13.03524,77.63182,Arts/Entertainment/Nightlife,Musician/Band
Kaladaare,4,172,12.93881,77.49379,Arts/Entertainment/Nightlife,Musician/Band,Dance Club
SemiColon Entertainment,0,86,12.9145603,77.4989395,Organization,Musician/Band,DJ,Organization
SLV Lightings N Sounds,0,124,12.92944,77.48425,Event Planner,Musician/Band,DJ
Boylston Center of Performing Arts,0,58,12.95468,77.70753,School,Musician/Band,Music Lessons & Instruction,Music Production
Basement Tapes Studios,30,830,13.0508003,77.6004333,Professional Service,Musician/Band,Music Production
Arshad Jamal Fan Club,0,71,12.96639,77.57014,Club,Musician/Band,Modeling Agency
World Christian Expo 2014,0,238,13.018341211139,77.630099182892,Church/Religious Organization,Musician/Band,Book Store,Religious Organization
D9 Eventainers,1,87,12.9833,77.5833,Event Planner,Musician/Band,Photographic Services & Equipment
Sparkling - Group Of Events,0,167,13.06127,77.65137,Arts/Entertainment/Nightlife,Musician/Band,Event
Parvaaz Live,9,34,12.971418949227,77.641128788872,Event Planner,Musician/Band
Audioaware,1,396,12.93344,77.6378,Arts/Entertainment/Nightlife,Musician/Band,Audiovisual Equipment,Music Lessons & Instruction
Jam Space,27,1151,12.94308,77.56782,Local Business,Musician/Band,Music Production
Studio96,0,299,12.9482498,77.5726395,Arts/Entertainment/Nightlife,Musician/Band,Music Production
Fun Frolic Fiesta,3,234,13.0398998,77.599617,Arts/Entertainment/Nightlife,Musician/Band,Laser Tag,Outdoor Recreation
Eventcrust,0,13,12.90885,77.60458,Arts/Entertainment/Nightlife,Musician/Band,Wedding Planning,Event
Blue Umbrella Live,2,152,12.9632964,77.5938955,Arts/Entertainment/Nightlife,Musician/Band
Thaanam,1,88,13.07928,77.55912,Arts/Entertainment/Nightlife,Musician/Band,Music Store
Talk of the Town,0,0,12.94353,77.56229,Event Planner,Musician/Band,Ticket Sales
ALFA Events,0,7,12.99869,77.61261,Event Planner,Musician/Band,Wedding Planning
DrumBangalore,0,110,12.93901,77.57137,Education,Musician/Band,Music Lessons & Instruction,Education
Music Monks,0,1,12.97075,77.60091,Arts/Entertainment/Nightlife,Musician/Band
Indian Urban FX,0,1,12.97827,77.60526,Arts/Entertainment/Nightlife,Musician/Band,Advertising Agency,Music Production
